,User,Tweets,Url,likeCount,retweetCount,followersCount,metionedUsers
2140,TheLegendsNFTs,"SNEAK PEEK!💥🚀 Called ""the mother of the civil rights movement,"" Rosa Parks invigorated the struggle for racial equality when she refused to give up her bus seat, against all laws. 

We welcome you to our LEGENDARY FAMILY, Rosa, your seat at the Legends is well deserved.  #NFT https://t.co/2mhImabJuO",https://twitter.com/TheLegendsNFTs/status/1463414813632118786,36,18,11529,
2141,innertruthheals,"I fell in love with the artwork right away! This project to me represents women fighting for equality, diversity, strength &amp; downright badass!!! This is my fav .@WomenandWeapons NFT that I own. Gold-tipped brass knuckles &amp; a Game Over Tee! 🔥❤️⚔️ https://t.co/fEZFvPtV8b",https://twitter.com/innertruthheals/status/1463390574937968642,10,2,2278,['WomenandWeapons']
2142,corabell86,"And my other MoW mint 😍 @MultversofWomen
#EMPOWERMENT #Equality #DIVERSITY #MINT #feminist #LGBTQ #inclusion #NFT #nftcollectors #womenpower #nfts #Metaverse #NFTart #art #NFTCommunity Pumped to be an OG MoW member #MoWNFT #NFT #NFTdrops https://t.co/NYxCpyrrND",https://twitter.com/corabell86/status/1463374728937287685,10,4,766,['MultversofWomen']
2143,corabell86,@MultversofWomen minted this beauty and I love it! #EMPOWERMENT #EQUALITY and #DIVERSITY #MINT #feminist #LGBTQ #inclusion #NFT #nftcollectors #womenpower #nfts #Metaverse #NFTart #art https://t.co/RXLDtwNquQ,https://twitter.com/corabell86/status/1463367465627533312,7,2,766,['MultversofWomen']
2144,JetSetTogether,@cathsimard_ @seaalchemyart @omergulart @batyrgoreeva @lorigraceaz True equality! Thank you for being an inspiration to photographers in the NFT space 🥰,https://twitter.com/JetSetTogether/status/1463240860569677827,3,0,13981,"['cathsimard_', 'seaalchemyart', 'batyrgoreeva', 'lorigraceaz']"
2145,PXLMageVillage,"The beauty of #NFTs is that anyone can enter this space

Anyone with Photoshop can save a JPG or PNG and create an #NFT

Anyone and everyone can participate - True equality of opportunity  

Create an #NFT just to learn more about the process",https://twitter.com/PXLMageVillage/status/1463198912299339784,3,0,4646,
2146,cryptod0tnews,"How Cryptocurrencies are Incorporating Equality Through Mass Adoption 

BY: Anna Larsen

https://t.co/0kXgJt9oZE #Altcoin #Blockchain #NFT #WEMP https://t.co/gUedUrwuie",https://twitter.com/cryptod0tnews/status/1463173797704519694,4,3,66772,
2147,christian_lajh,"@BAYC2745 @NFTsAnonymous @psychedelic_nft It seems you highly value gender equality, as shown by your recent partnership with @worldofwomennft . I also noticed that women are underrepresented in the NFT field. Have you thought of promoting upcoming female NFT artist in your project?",https://twitter.com/christian_lajh/status/1463150348835590150,1,0,39,"['BAYC2745', 'NFTsAnonymous', 'psychedelic_nft', 'worldofwomennft']"
2148,Crypto_Iggyy,@BAYC2745 @worldofwomennft @StyrFoem @bigger This is such a great project (unfortunately slightly outside of my price range haha)! There are so many female artists out there who deserve greater publicity! The only way we can achieve true freedom of expression in the NFT space is by pushing for equality! ❤️,https://twitter.com/Crypto_Iggyy/status/1463081472114503682,1,1,4628,"['BAYC2745', 'worldofwomennft', 'StyrFoem', 'bigger']"
2149,fuzziemints,"A lot of negativity has been going on in the NFT community this week 

these FuZZieMiNTs are meditating to replenish the love and equality here.

Join them by dropping a 🙏 below https://t.co/YQyi1s9Wxx",https://twitter.com/fuzziemints/status/1463062219550343176,26,6,2464,
